ID,Level,Code,Name,enName,parent,children,officeName,Kana
458,class15s,330015,高梁地域,Takahashi Area,330010,,,
459,class15s,330021,新見地域,Niimi Area,330020,,,
460,class15s,330022,真庭地域,Maniwa Area,330020,,,
461,class15s,330023,津山地域,Tsuyama Area,330020,,,
462,class15s,330024,勝英地域,Shoei Area,330020,,,
463,class15s,340011,広島・呉,Hiroshima Kure,340010,,,
464,class15s,340012,福山・尾三,Fukuyama Bisan,340010,,,
465,class15s,340013,東広島・竹原,Higashi-hiroshima Takehara,340010,,,
466,class15s,340021,備北,Bihoku,340020,,,
467,class15s,340022,芸北,Geihoku,340020,,,
468,class15s,350011,下関,Shimonoseki,350010,,,
469,class15s,350012,宇部・山陽小野田,Ube and Sanyo Onoda,350010,,,
470,class15s,350021,山口・防府,Yamaguchi Hofu,350020,,,
471,class15s,350022,周南・下松,Shunan Kudamatsu,350020,,,
472,class15s,350031,岩国,Iwakuni,350030,,,
473,class15s,350032,柳井・光,Yanai Hikari,350030,,,
474,class15s,350041,萩・美祢,Hagi Mine,350040,,,
475,class15s,350042,長門,Nagato,350040,,,
476,class15s,360011,徳島・鳴門,Tokushima Naruto,360010,,,
477,class15s,360012,美馬北部・阿北,Northern Mima and Ahoku,360010,,,
478,class15s,360013,美馬南部・神山,Southern Mima and Kamiyama,360010,,,
479,class15s,360014,三好,Miyoshi,360010,,,
480,class15s,360021,阿南,Anan,360020,,,
481,class15s,360022,那賀・勝浦,Naka Katsuura,360020,,,
482,class15s,360023,海部,Kaifu,360020,,,
483,class15s,370001,高松地域,Takamatsu Area,370000,,,
484,class15s,370002,小豆,Shozu,370000,,,
485,class15s,370003,東讃,Tosan,370000,,,
486,class15s,370004,中讃,Chusan,370000,,,
487,class15s,370005,西讃,Seisan,370000,,,
488,class15s,380021,東予東部,Eastern Toyo,380020,,,
489,class15s,380022,東予西部,Western Toyo,380020,,,
490,class15s,380031,南予北部,Northern Nan-yo,380030,,,
491,class15s,380032,南予南部,Southern Nan-yo,380030,,,
492,class15s,390011,高知中央,Central Kochi,390010,,,
493,class15s,390012,嶺北,Reihoku,390010,,,
494,class15s,390013,高吾北,Kogohoku,390010,,,
495,class15s,390021,室戸,Muroto,390020,,,
496,class15s,390022,安芸,Aki,390020,,,
497,class15s,390031,幡多,Hata,390030,,,
498,class15s,390032,高幡,Koban,390030,,,
499,class15s,400021,北九州・遠賀地区,Kitakyushu Onga District,400020,,,
500,class15s,400022,京築,Keichiku,400020,,,
501,class15s,400041,筑後北部,Northern Chikugo,400040,,,
502,class15s,400042,筑後南部,Southern Chikugo,400040,,,
503,class15s,410011,佐賀多久地区,Saga Taku District,410010,,,
504,class15s,410012,鳥栖地区,Tosu District,410010,,,
505,class15s,410013,武雄地区,Takeo District,410010,,,
506,class15s,410014,鹿島地区,Kashima District,410010,,,
507,class15s,410021,唐津地区,Karatsu District,410020,,,
508,class15s,410022,伊万里地区,Imari District,410020,,,
509,class15s,420011,島原半島,Shimabara Peninsula,420010,,,
510,class15s,420012,長崎地区,Nagasaki District,420010,,,
511,class15s,420013,諫早・大村地区,Isahaya Omura District,420010,,,
512,class15s,420014,西彼杵半島,Nishisonogi Peninsula,420010,,,
513,class15s,420021,平戸・松浦地区,Hirado Matsuura District,420020,,,
514,class15s,420022,佐世保・東彼地区,Sasebo Tohi District,420020,,,
515,class15s,420031,壱岐,Iki,420030,,,
516,class15s,420032,上対馬,Kamitsushima,420030,,,
517,class15s,420033,下対馬,Shimotsushima,420030,,,
518,class15s,420041,上五島,Kamigoto,420040,,,
519,class15s,420042,下五島,Shimogoto,420040,,,
520,class15s,430011,熊本市,Kumamoto City,430010,,,
521,class15s,430012,山鹿菊池,Yamaga Kikuchi,430010,,,
522,class15s,430013,荒尾玉名,Arao Tamana,430010,,,
523,class15s,430014,上益城,Kamimashiki,430010,,,
524,class15s,430015,宇城八代,Uki Yatsushiro,430010,,,
525,class15s,430031,天草地方,Amakusa Region,430030,,,
526,class15s,430032,芦北地方,Ashikita Region,430030,,,
527,class15s,440031,日田玖珠,Hita Kusu,440030,,,
528,class15s,440032,竹田市,Taketa City,440030,,,
529,class15s,440041,佐伯市,Saiki City,440040,,,
530,class15s,440042,豊後大野市,Bungoono City,440040,,,
531,class15s,450011,宮崎地区,Miyazaki District,450010,,,
532,class15s,450012,日南・串間地区,Nichinan Kushima District,450010,,,
533,class15s,450021,延岡・日向地区,Nobeoka Hyuga District,450020,,,
534,class15s,450022,西都・高鍋地区,Saito Takanabe District,450020,,,
535,class15s,450031,小林・えびの地区,Kobayashi Ebino District,450030,,,
536,class15s,450032,都城地区,Miyakonojo District,450030,,,
537,class15s,450041,高千穂地区,Takachiho District,450040,,,
538,class15s,450042,椎葉・美郷地区,Shiiba Misato District,450040,,,
539,class15s,460011,鹿児島・日置,Kagoshima Hioki,460010,,,
540,class15s,460012,出水・伊佐,Izumi Isa,460010,,,
541,class15s,460013,川薩・姶良,Sensatsu Aira,460010,,,
542,class15s,460014,甑島,Koshikishima,460010,,,
543,class15s,460015,指宿・川辺,Ibusuki Kawanabe,460010,,,
544,class15s,460021,曽於,Soo,460020,,,
545,class15s,460022,肝属,Kimotsuki,460020,,,
546,class15s,460031,種子島地方,Tanegashima Region,460030,,,
547,class15s,460032,屋久島地方,Yakushima Region,460030,,,
548,class15s,460041,北部,Northern Region,460040,,,
549,class15s,460042,南部,Southern Region,460040,,,
550,class15s,460043,十島村,Toshima Village,460040,,,
551,class15s,471011,南部,Southern Region,471010,,,
552,class15s,471012,中部,Central Region,471010,,,
553,class15s,471013,慶良間・粟国諸島,Kerama Aguni Islands,471010,,,
554,class15s,471021,伊是名・伊平屋,Izena Iheya,471020,,,
555,class15s,471022,国頭地区,Kunigami District,471020,,,
556,class15s,471023,名護地区,Nago District,471020,,,
557,class15s,471024,恩納・金武地区,Onna Kin District,471020,,,
558,class15s,473001,宮古島,Miyakojima,473000,,,
559,class15s,473002,多良間島,Taramajima,473000,,,
560,class15s,474011,石垣市,Ishigaki City,474010,,,
561,class15s,474012,竹富町,Taketomi Town,474010,,,
562,class20s,0110000,札幌市,Sapporo City,016012,,,さっぽろし
563,class20s,0120200,函館市,Hakodate City,017012,,,はこだてし
564,class20s,0120300,小樽市,Otaru City,016031,,,おたるし
565,class20s,0120400,旭川市,Asahikawa City,012012,,,あさひかわし
566,class20s,0120500,室蘭市,Muroran City,015012,,,むろらんし
567,class20s,0120601,釧路市釧路,"Kushiro, Kushiro City",014024,,,くしろしくしろ
568,class20s,0120602,釧路市阿寒,"Akan, Kushiro City",014022,,,くしろしあかん
569,class20s,0120603,釧路市音別,"Onbetsu, Kushiro City",014024,,,くしろしおんべつ
570,class20s,0120700,帯広市,Obihiro City,014032,,,おびひろし
571,class20s,0120801,北見市北見,"Kitami, Kitami City",013020,,,きたみしきたみ
572,class20s,0120802,北見市常呂,"Tokoro, Kitami City",013011,,,きたみしところ
573,class20s,0120900,夕張市,Yubari City,016023,,,ゆうばりし
574,class20s,0121000,岩見沢市,Iwamizawa City,016023,,,いわみざわし
575,class20s,0121100,網走市,Abashiri City,013011,,,あばしりし
576,class20s,0121200,留萌市,Rumoi City,012023,,,るもいし
577,class20s,0121300,苫小牧市,Tomakomai City,015012,,,とまこまいし
578,class20s,0121400,稚内市,Wakkanai City,011011,,,わっかないし
579,class20s,0121500,美唄市,Bibai City,016023,,,びばいし
580,class20s,0121600,芦別市,Ashibetsu City,016022,,,あしべつし
581,class20s,0121700,江別市,Ebetsu City,016012,,,えべつし
582,class20s,0121800,赤平市,Akabira City,016022,,,あかびらし
583,class20s,0121900,紋別市,Mombetsu City,013031,,,もんべつし
584,class20s,0122000,士別市,Shibetsu City,012011,,,しべつし
585,class20s,0122100,名寄市,Nayoro City,012011,,,なよろし
586,class20s,0122200,三笠市,Mikasa City,016023,,,みかさし
587,class20s,0122300,根室市,Nemuro City,014013,,,ねむろし
588,class20s,0122400,千歳市,Chitose City,016013,,,ちとせし
589,class20s,0122500,滝川市,Takikawa City,016022,,,たきかわし
590,class20s,0122600,砂川市,Sunagawa City,016022,,,すながわし
591,class20s,0122700,歌志内市,Utashinai City,016022,,,うたしないし
592,class20s,0122800,深川市,Fukagawa City,016021,,,ふかがわし
593,class20s,0122900,富良野市,Furano City,012013,,,ふらのし
594,class20s,0123000,登別市,Noboribetsu City,015012,,,のぼりべつし
595,class20s,0123100,恵庭市,Eniwa City,016013,,,えにわし
596,class20s,0123301,伊達市伊達,"Date, Date City",015011,,,だてしだて
597,class20s,0123302,伊達市大滝,"Otaki, Date City",015011,,,だてしおおたき
598,class20s,0123400,北広島市,Kitahiroshima City,016013,,,きたひろしまし
599,class20s,0123500,石狩市,Ishikari City,016011,,,いしかりし
600,class20s,0123600,北斗市,Hokuto City,017012,,,ほくとし
601,class20s,0130300,当別町,Tobetsu Town,016011,,,とうべつちょう
602,class20s,0130400,新篠津村,Shinshinotsu Village,016011,,,しんしのつむら
603,class20s,0133100,松前町,Matsumae Town,017013,,,まつまえちょう
604,class20s,0133200,福島町,Fukushima Town,017013,,,ふくしまちょう
605,class20s,0133300,知内町,Shiriuchi Town,017013,,,しりうちちょう
606,class20s,0133400,木古内町,Kikonai Town,017013,,,きこないちょう
607,class20s,0133700,七飯町,Nanae Town,017012,,,ななえちょう
608,class20s,0134300,鹿部町,Shikabe Town,017012,,,しかべちょう
609,class20s,0134500,森町,Mori Town,017012,,,もりまち
610,class20s,0134601,八雲町八雲,"Yakumo, Yakumo Town",017011,,,やくもちょうやくも
611,class20s,0134602,八雲町熊石,"Kumaishi, Yakumo Town",017021,,,やくもちょうくまいし
612,class20s,0134700,長万部町,Oshamambe Town,017011,,,おしゃまんべちょう
613,class20s,0136100,江差町,Esashi Town,017022,,,えさしちょう
614,class20s,0136200,上ノ国町,Kaminokuni Town,017022,,,かみのくにちょう
615,class20s,0136300,厚沢部町,Assabu Town,017022,,,あっさぶちょう
616,class20s,0136400,乙部町,Otobe Town,017022,,,おとべちょう
617,class20s,0136700,奥尻町,Okushiri Town,017023,,,おくしりちょう
618,class20s,0137000,今金町,Imakane Town,017021,,,いまかねちょう
619,class20s,0137100,せたな町,Setana Town,017021,,,せたなちょう
620,class20s,0139100,島牧村,Shimamaki Village,016033,,,しままきむら
621,class20s,0139200,寿都町,Suttsu Town,016033,,,すっつちょう
622,class20s,0139300,黒松内町,Kuromatsunai Town,016033,,,くろまつないちょう
623,class20s,0139400,蘭越町,Rankoshi Town,016033,,,らんこしちょう
624,class20s,0139500,ニセコ町,Niseko Town,016032,,,にせこちょう
625,class20s,0139600,真狩村,Makkari Village,016032,,,まっかりむら
626,class20s,0139700,留寿都村,Rusutsu Village,016032,,,るすつむら
627,class20s,0139800,喜茂別町,Kimobetsu Town,016032,,,きもべつちょう
628,class20s,0139900,京極町,Kyogoku Town,016032,,,きょうごくちょう
629,class20s,0140000,倶知安町,Kutchan Town,016032,,,くっちゃんちょう
630,class20s,0140100,共和町,Kyowa Town,016033,,,きょうわちょう
631,class20s,0140200,岩内町,Iwanai Town,016033,,,いわないちょう
632,class20s,0140300,泊村,Tomari Village,016033,,,とまりむら
633,class20s,0140400,神恵内村,Kamoenai Village,016033,,,かもえないむら
634,class20s,0140500,積丹町,Shakotan Town,016031,,,しゃこたんちょう
635,class20s,0140600,古平町,Furubira Town,016031,,,ふるびらちょう
636,class20s,0140700,仁木町,Niki Town,016031,,,にきちょう
637,class20s,0140800,余市町,Yoichi Town,016031,,,よいちちょう
638,class20s,0140900,赤井川村,Akaigawa Village,016031,,,あかいがわむら
639,class20s,0142300,南幌町,Namporo Town,016023,,,なんぽろちょう
640,class20s,0142400,奈井江町,Naie Town,016022,,,ないえちょう
641,class20s,0142500,上砂川町,Kamisunagawa Town,016022,,,かみすながわちょう
642,class20s,0142700,由仁町,Yuni Town,016023,,,ゆにちょう
643,class20s,0142800,長沼町,Naganuma Town,016023,,,ながぬまちょう
644,class20s,0142900,栗山町,Kuriyama Town,016023,,,くりやまちょう
645,class20s,0143000,月形町,Tsukigata Town,016023,,,つきがたちょう
646,class20s,0143100,浦臼町,Urausu Town,016022,,,うらうすちょう
647,class20s,0143200,新十津川町,Shintotsukawa Town,016022,,,しんとつかわちょう
648,class20s,0143300,妹背牛町,Moseushi Town,016021,,,もせうしちょう
649,class20s,0143400,秩父別町,Chippubetsu Town,016021,,,ちっぷべつちょう
650,class20s,0143600,雨竜町,Uryu Town,016022,,,うりゅうちょう
651,class20s,0143700,北竜町,Hokuryu Town,016021,,,ほくりゅうちょう
652,class20s,0143800,沼田町,Numata Town,016021,,,ぬまたちょう
653,class20s,0145200,鷹栖町,Takasu Town,012012,,,たかすちょう
654,class20s,0145300,東神楽町,Higashikagura Town,012012,,,ひがしかぐらちょう
655,class20s,0145400,当麻町,Toma Town,012012,,,とうまちょう
656,class20s,0145500,比布町,Pippu Town,012012,,,ぴっぷちょう
657,class20s,0145600,愛別町,Aibetsu Town,012012,,,あいべつちょう
658,class20s,0145700,上川町,Kamikawa Town,012012,,,かみかわちょう
659,class20s,0145800,東川町,Higashikawa Town,012012,,,ひがしかわちょう
660,class20s,0145900,美瑛町,Biei Town,012012,,,びえいちょう
661,class20s,0146000,上富良野町,Kamifurano Town,012013,,,かみふらのちょう
662,class20s,0146100,中富良野町,Nakafurano Town,012013,,,なかふらのちょう
663,class20s,0146200,南富良野町,Minamifurano Town,012013,,,みなみふらのちょう
664,class20s,0146300,占冠村,Shimukappu Village,012013,,,しむかっぷむら
665,class20s,0146400,和寒町,Wassamu Town,012011,,,わっさむちょう
666,class20s,0146500,剣淵町,Kembuchi Town,012011,,,けんぶちちょう
667,class20s,0146800,下川町,Shimokawa Town,012011,,,しもかわちょう
668,class20s,0146900,美深町,Bifuka Town,012011,,,びふかちょう
669,class20s,0147000,音威子府村,Otoineppu Village,012011,,,おといねっぷむら
670,class20s,0147100,中川町,Nakagawa Town,012011,,,なかがわちょう
671,class20s,0147200,幌加内町,Horokanai Town,012011,,,ほろかないちょう
672,class20s,0148100,増毛町,Mashike Town,012023,,,ましけちょう
673,class20s,0148200,小平町,Obira Town,012023,,,おびらちょう
674,class20s,0148300,苫前町,Tomamae Town,012022,,,とままえちょう
675,class20s,0148401,羽幌町,Haboro Town,012022,,,はぼろちょう
676,class20s,0148402,羽幌町天売焼尻,"Teuri Yagishiri, Haboro Town",012022,,,はぼろちょうてうりやぎしり
677,class20s,0148500,初山別村,Shosambetsu Village,012022,,,しょさんべつむら
678,class20s,0148600,遠別町,Embetsu Town,012021,,,えんべつちょう
679,class20s,0148700,天塩町,Teshio Town,012021,,,てしおちょう
680,class20s,0151100,猿払村,Sarufutsu Village,011011,,,さるふつむら
681,class20s,0151200,浜頓別町,Hamatombetsu Town,011012,,,はまとんべつちょう
682,class20s,0151300,中頓別町,Nakatombetsu Town,011012,,,なかとんべつちょう
683,class20s,0151400,枝幸町,Esashi Town,011012,,,えさしちょう
684,class20s,0151600,豊富町,Toyotomi Town,011011,,,とよとみちょう
685,class20s,0151700,礼文町,Rebun Town,011013,,,れぶんちょう
686,class20s,0151800,利尻町,Rishiri Town,011013,,,りしりちょう
687,class20s,0151900,利尻富士町,Rishirifuji Town,011013,,,りしりふじちょう
688,class20s,0152000,幌延町,Horonobe Town,011011,,,ほろのべちょう
689,class20s,0154300,美幌町,Bihoro Town,013013,,,びほろちょう
690,class20s,0154400,津別町,Tsubetsu Town,013013,,,つべつちょう
691,class20s,0154500,斜里町,Shari Town,013012,,,しゃりちょう
692,class20s,0154600,清里町,Kiyosato Town,013012,,,きよさとちょう
693,class20s,0154700,小清水町,Koshimizu Town,013012,,,こしみずちょう
694,class20s,0154900,訓子府町,Kunneppu Town,013020,,,くんねっぷちょう
695,class20s,0155000,置戸町,Oketo Town,013020,,,おけとちょう
696,class20s,0155200,佐呂間町,Saroma Town,013011,,,さろまちょう
697,class20s,0155500,遠軽町,Engaru Town,013032,,,えんがるちょう
698,class20s,0155900,湧別町,Yubetsu Town,013032,,,ゆうべつちょう
699,class20s,0156000,滝上町,Takinoue Town,013031,,,たきのうえちょう
700,class20s,0156100,興部町,Okoppe Town,013031,,,おこっぺちょう
701,class20s,0156200,西興部村,Nishiokoppe Village,013031,,,にしおこっぺむら
702,class20s,0156300,雄武町,Omu Town,013031,,,おうむちょう
703,class20s,0156400,大空町,Ozora Town,013011,,,おおぞらちょう
704,class20s,0157100,豊浦町,Toyoura Town,015011,,,とようらちょう
705,class20s,0157500,壮瞥町,Sobetsu Town,015011,,,そうべつちょう
706,class20s,0157800,白老町,Shiraoi Town,015012,,,しらおいちょう
707,class20s,0158100,厚真町,Atsuma Town,015013,,,あつまちょう
708,class20s,0158400,洞爺湖町,Toyako Town,015011,,,とうやこちょう
709,class20s,0158500,安平町,Abira Town,015013,,,あびらちょう
710,class20s,0158600,むかわ町,Mukawa Town,015013,,,むかわちょう
711,class20s,0160101,日高町日高,"Hidaka, Hidaka Town",015021,,,ひだかちょうひだか
712,class20s,0160102,日高町門別,"Monbetsu, Hidaka Town",015021,,,ひだかちょうもんべつ
713,class20s,0160200,平取町,Biratori Town,015021,,,びらとりちょう
714,class20s,0160400,新冠町,Niikappu Town,015022,,,にいかっぷちょう
715,class20s,0160700,浦河町,Urakawa Town,015023,,,うらかわちょう
716,class20s,0160800,様似町,Samani Town,015023,,,さまにちょう
717,class20s,0160900,えりも町,Erimo Town,015023,,,えりもちょう
718,class20s,0161000,新ひだか町,Shinhidaka Town,015022,,,しんひだかちょう
719,class20s,0163100,音更町,Otofuke Town,014032,,,おとふけちょう
720,class20s,0163200,士幌町,Shihoro Town,014032,,,しほろちょう
721,class20s,0163300,上士幌町,Kamishihoro Town,014031,,,かみしほろちょう
722,class20s,0163400,鹿追町,Shikaoi Town,014031,,,しかおいちょう
723,class20s,0163500,新得町,Shintoku Town,014031,,,しんとくちょう
724,class20s,0163600,清水町,Shimizu Town,014032,,,しみずちょう
725,class20s,0163700,芽室町,Memuro Town,014032,,,めむろちょう
726,class20s,0163800,中札内村,Nakasatsunai Village,014033,,,なかさつないむら
727,class20s,0163900,更別村,Sarabetsu Village,014033,,,さらべつむら
728,class20s,0164100,大樹町,Taiki Town,014033,,,たいきちょう
729,class20s,0164200,広尾町,Hiroo Town,014033,,,ひろおちょう
730,class20s,0164300,幕別町,Makubetsu Town,014032,,,まくべつちょう
731,class20s,0164400,池田町,Ikeda Town,014032,,,いけだちょう
732,class20s,0164500,豊頃町,Toyokoro Town,014032,,,とよころちょう
733,class20s,0164600,本別町,Hombetsu Town,014032,,,ほんべつちょう
734,class20s,0164700,足寄町,Ashoro Town,014031,,,あしょろちょう
735,class20s,0164800,陸別町,Rikubetsu Town,014031,,,りくべつちょう
736,class20s,0164900,浦幌町,Urahoro Town,014032,,,うらほろちょう
737,class20s,0166100,釧路町,Kushiro Town,014024,,,くしろちょう
738,class20s,0166200,厚岸町,Akkeshi Town,014023,,,あっけしちょう
739,class20s,0166300,浜中町,Hamanaka Town,014023,,,はまなかちょう
740,class20s,0166400,標茶町,Shibecha Town,014022,,,しべちゃちょう
741,class20s,0166500,弟子屈町,Teshikaga Town,014021,,,てしかがちょう
742,class20s,0166700,鶴居村,Tsurui Village,014022,,,つるいむら
743,class20s,0166800,白糠町,Shiranuka Town,014024,,,しらぬかちょう
744,class20s,0169100,別海町,Betsukai Town,014012,,,べつかいちょう
745,class20s,0169200,中標津町,Nakashibetsu Town,014011,,,なかしべつちょう
746,class20s,0169300,標津町,Shibetsu Town,014011,,,しべつちょう
747,class20s,0169400,羅臼町,Rausu Town,014011,,,らうすちょう
748,class20s,0220100,青森市,Aomori City,020011,,,あおもりし
749,class20s,0220200,弘前市,Hirosaki City,020014,,,ひろさきし
750,class20s,0220300,八戸市,Hachinohe City,020031,,,はちのへし
751,class20s,0220400,黒石市,Kuroishi City,020014,,,くろいしし
752,class20s,0220500,五所川原市,Goshogawara City,020012,,,ごしょがわらし
753,class20s,0220600,十和田市,Towada City,020032,,,とわだし
754,class20s,0220700,三沢市,Misawa City,020031,,,みさわし
755,class20s,0220800,むつ市,Mutsu City,020020,,,むつし
756,class20s,0220900,つがる市,Tsugaru City,020013,,,つがるし
757,class20s,0221000,平川市,Hirakawa City,020014,,,ひらかわし
758,class20s,0230100,平内町,Hiranai Town,020011,,,ひらないまち
759,class20s,0230300,今別町,Imabetsu Town,020011,,,いまべつまち
760,class20s,0230400,蓬田村,Yomogita Village,020011,,,よもぎたむら
761,class20s,0230700,外ヶ浜町,Sotogahama Town,020011,,,そとがはままち
762,class20s,0232100,鰺ヶ沢町,Ajigasawa Town,020013,,,あじがさわまち
763,class20s,0232300,深浦町,Fukaura Town,020013,,,ふかうらまち
764,class20s,0234300,西目屋村,Nishimeya Village,020014,,,にしめやむら
765,class20s,0236100,藤崎町,Fujisaki Town,020014,,,ふじさきまち
766,class20s,0236200,大鰐町,Owani Town,020014,,,おおわにまち
767,class20s,0236700,田舎館村,Inakadate Village,020014,,,いなかだてむら
768,class20s,0238100,板柳町,Itayanagi Town,020012,,,いたやなぎまち
769,class20s,0238400,鶴田町,Tsuruta Town,020012,,,つるたまち
770,class20s,0238700,中泊町,Nakadomari Town,020012,,,なかどまりまち
771,class20s,0240100,野辺地町,Noheji Town,020032,,,のへじまち
772,class20s,0240200,七戸町,Shichinohe Town,020032,,,しちのへまち
773,class20s,0240500,六戸町,Rokunohe Town,020031,,,ろくのへまち
774,class20s,0240600,横浜町,Yokohama Town,020032,,,よこはままち
775,class20s,0240800,東北町,Tohoku Town,020032,,,とうほくまち
776,class20s,0241100,六ヶ所村,Rokkasho Village,020032,,,ろっかしょむら
777,class20s,0241200,おいらせ町,Oirase Town,020031,,,おいらせちょう
778,class20s,0242300,大間町,Oma Town,020020,,,おおままち
779,class20s,0242400,東通村,Higashidori Village,020020,,,ひがしどおりむら
780,class20s,0242500,風間浦村,Kazamaura Village,020020,,,かざまうらむら
781,class20s,0242600,佐井村,Sai Village,020020,,,さいむら
782,class20s,0244100,三戸町,Sannohe Town,020031,,,さんのへまち
783,class20s,0244200,五戸町,Gonohe Town,020031,,,ごのへまち
784,class20s,0244300,田子町,Takko Town,020031,,,たっこまち
785,class20s,0244500,南部町,Nambu Town,020031,,,なんぶちょう
786,class20s,0244600,階上町,Hashikami Town,020031,,,はしかみちょう
787,class20s,0245000,新郷村,Shingo Village,020031,,,しんごうむら
788,class20s,0320100,盛岡市,Morioka City,030011,,,もりおかし
789,class20s,0320200,宮古市,Miyako City,030022,,,みやこし
790,class20s,0320300,大船渡市,Ofunato City,030032,,,おおふなとし
791,class20s,0320500,花巻市,Hanamaki City,030013,,,はなまきし
792,class20s,0320600,北上市,Kitakami City,030013,,,きたかみし
793,class20s,0320700,久慈市,Kuji City,030021,,,くじし
794,class20s,0320800,遠野市,Tono City,030014,,,とおのし
795,class20s,0320900,一関市,Ichinoseki City,030016,,,いちのせきし
796,class20s,0321000,陸前高田市,Rikuzentakata City,030032,,,りくぜんたかたし
797,class20s,0321100,釜石市,Kamaishi City,030031,,,かまいしし
798,class20s,0321300,二戸市,Ninohe City,030012,,,にのへし
799,class20s,0321400,八幡平市,Hachimantai City,030011,,,はちまんたいし
800,class20s,0321500,奥州市,Oshu City,030015,,,おうしゅうし
801,class20s,0321600,滝沢市,Takizawa City,030011,,,たきざわし
802,class20s,0330100,雫石町,Shizukuishi Town,030011,,,しずくいしちょう
803,class20s,0330200,葛巻町,Kuzumaki Town,030011,,,くずまきまち
804,class20s,0330300,岩手町,Iwate Town,030011,,,いわてまち
805,class20s,0332100,紫波町,Shiwa Town,030011,,,しわちょう
806,class20s,0332200,矢巾町,Yahaba Town,030011,,,やはばちょう
807,class20s,0336600,西和賀町,Nishiwaga Town,030013,,,にしわがまち
808,class20s,0338100,金ケ崎町,Kanegasaki Town,030015,,,かねがさきちょう
809,class20s,0340200,平泉町,Hiraizumi Town,030016,,,ひらいずみちょう
810,class20s,0344100,住田町,Sumita Town,030032,,,すみたちょう
811,class20s,0346100,大槌町,Otsuchi Town,030031,,,おおつちちょう
812,class20s,0348200,山田町,Yamada Town,030022,,,やまだまち
813,class20s,0348300,岩泉町,Iwaizumi Town,030022,,,いわいずみちょう
814,class20s,0348400,田野畑村,Tanohata Village,030022,,,たのはたむら
815,class20s,0348500,普代村,Fudai Village,030021,,,ふだいむら
816,class20s,0350100,軽米町,Karumai Town,030012,,,かるまいまち
817,class20s,0350300,野田村,Noda Village,030021,,,のだむら
818,class20s,0350600,九戸村,Kunohe Village,030012,,,くのへむら
819,class20s,0350700,洋野町,Hirono Town,030021,,,ひろのちょう
820,class20s,0352400,一戸町,Ichinohe Town,030012,,,いちのへまち
821,class20s,0410001,仙台市東部,Eastern Sendai City,040011,,,せんだいしとうぶ
822,class20s,0410002,仙台市西部,Western Sendai City,040021,,,せんだいしせいぶ
823,class20s,0420200,石巻市,Ishinomaki City,040012,,,いしのまきし
824,class20s,0420300,塩竈市,Shiogama City,040011,,,しおがまし
825,class20s,0420500,気仙沼市,Kesennuma City,040014,,,けせんぬまし
826,class20s,0420600,白石市,Shiroishi City,040022,,,しろいしし
827,class20s,0420700,名取市,Natori City,040011,,,なとりし
828,class20s,0420800,角田市,Kakuda City,040015,,,かくだし
829,class20s,0420900,多賀城市,Tagajo City,040011,,,たがじょうし
830,class20s,0421100,岩沼市,Iwanuma City,040011,,,いわぬまし
831,class20s,0421200,登米市,Tome City,040016,,,とめし
832,class20s,0421301,栗原市東部,Eastern Kurihara City,040016,,,くりはらしとうぶ
833,class20s,0421302,栗原市西部,Western Kurihara City,040024,,,くりはらしせいぶ
834,class20s,0421400,東松島市,Higashimatsushima City,040012,,,ひがしまつしまし
835,class20s,0421501,大崎市東部,Eastern Osaki City,040013,,,おおさきしとうぶ
836,class20s,0421502,大崎市西部,Western Osaki City,040023,,,おおさきしせいぶ
837,class20s,0421600,富谷市,Tomiya City,040011,,,とみやし
838,class20s,0430100,蔵王町,Zao Town,040022,,,ざおうまち
839,class20s,0430200,七ヶ宿町,Shichikashuku Town,040022,,,しちかしゅくまち
840,class20s,0432100,大河原町,Ogawara Town,040015,,,おおがわらまち
841,class20s,0432200,村田町,Murata Town,040015,,,むらたまち
842,class20s,0432300,柴田町,Shibata Town,040015,,,しばたまち
843,class20s,0432400,川崎町,Kawasaki Town,040022,,,かわさきまち
844,class20s,0434100,丸森町,Marumori Town,040015,,,まるもりまち
845,class20s,0436100,亘理町,Watari Town,040011,,,わたりちょう
846,class20s,0436200,山元町,Yamamoto Town,040011,,,やまもとちょう
847,class20s,0440100,松島町,Matsushima Town,040011,,,まつしままち
848,class20s,0440400,七ヶ浜町,Shichigahama Town,040011,,,しちがはままち
849,class20s,0440600,利府町,Rifu Town,040011,,,りふちょう
850,class20s,0442101,大和町東部,Eastern Taiwa Town,040011,,,たいわちょうとうぶ
851,class20s,0442102,大和町西部,Western Taiwa Town,040021,,,たいわちょうせいぶ
852,class20s,0442200,大郷町,Osato Town,040011,,,おおさとちょう
853,class20s,0442400,大衡村,Ohira Village,040021,,,おおひらむら
854,class20s,0444400,色麻町,Shikama Town,040023,,,しかまちょう
855,class20s,0444500,加美町,Kami Town,040023,,,かみまち
856,class20s,0450100,涌谷町,Wakuya Town,040013,,,わくやちょう
857,class20s,0450500,美里町,Misato Town,040013,,,みさとまち
858,class20s,0458100,女川町,Onagawa Town,040012,,,おながわちょう
859,class20s,0460600,南三陸町,Minamisanriku Town,040014,,,みなみさんりくちょう
860,class20s,0520100,秋田市,Akita City,050011,,,あきたし
861,class20s,0520200,能代市,Noshiro City,050012,,,のしろし
862,class20s,0520300,横手市,Yokote City,050022,,,よこてし
863,class20s,0520400,大館市,Odate City,050021,,,おおだてし
864,class20s,0520600,男鹿市,Oga City,050011,,,おがし
